House_ID,Location,City_Town,Type_of_House,Bedrooms,Bathrooms,Lot_Size_sqft,House_Price_KSh,House_Tax_Rate_%,Year_Built,Proximity_to_City_km,Price_Change_Since_2020_KSh,Price_2020_KSh,Price_2021_KSh,Price_2022_KSh,Price_2023_KSh,Price_2024_KSh
6126,Nairobi,Westlands,Townhouse,5,1,4869,61322652,1.51,2006,39.38,2311265,62905747,77716029,60225053,66941005,74262322
6127,Malindi,Shela,Villa,3,2,2347,58069471,4.74,2002,49.05,-5670478,67622739,63184633,61732922,50979074,71941715
6128,Kisumu,Nyamasaria,Apartment,1,1,2817,78647486,3.31,2006,28.62,-3651870,72879119,92126984,65397139,73472670,83344145
6129,Eldoret,Pioneer,Apartment,2,1,792,79861702,1.29,2013,45.56,4488852,66031733,97557860,73864434,67927378,73328581
6130,Mombasa,Likoni,Mansion,1,1,2746,40569525,3.99,1988,42.03,-872346,34927278,52296155,41154319,38825631,41277629
6131,Malindi,Sabaki,Mansion,5,4,933,83211984,3.42,2016,22.96,-13292937,99518475,73366532,81145093,87844518,67852892
6132,Thika,Makongeni,Mansion,2,1,4182,19392348,2.37,2015,32.78,-3023036,20521635,17126644,16158657,19317708,25059133
6133,Malindi,Ganda,Villa,6,4,1347,82261589,4.04,1991,2.49,-13541290,93261884,97047707,74857438,84933928,99164653
6134,Machakos,Athi River,Villa,1,1,3381,14351089,2.42,2011,45.7,3177848,16657523,13472020,18128720,15445087,16956537
6135,Eldoret,West Indies,Mansion,5,4,3273,85333019,4.44,1980,7.81,-11959416,92751039,84384480,76319000,83756685,96842370
6136,Nairobi,Kilimani,Villa,2,1,4620,34198924,1.16,1995,10.31,-794913,27439838,32981350,28152717,41450999,35069616
6137,Machakos,Katani,Apartment,5,2,3151,77730283,1.92,1990,1.93,-4956634,62669046,66262946,93514841,84309921,87002941
6138,Thika,Juja,Townhouse,4,2,1416,70568134,3.96,2012,29.29,15263225,66075323,72496057,84599587,67920588,61861775
6139,Kisumu,Mamboleo,Villa,2,1,1398,32683968,1.01,1996,21.51,-3926401,35811357,27409917,26447339,42482059,37952772
6140,Kisumu,Milimani,Villa,6,3,2888,67075284,3.39,1995,35.36,20067965,54186893,56376542,61985737,73557608,77544180
6141,Mombasa,Nyali,Villa,4,3,4953,41003845,1.05,1990,10.37,12028612,41055394,34637862,39541930,53218158,34754479
6142,Kericho,Kapsoit,Townhouse,2,2,2345,67738856,4.5,1985,45.8,19632652,80313127,68921039,84619449,76920574,75927205
6143,Kisumu,Lolwe,Mansion,1,1,4133,13985636,1.95,2007,22.88,1909425,17429514,11361394,15333966,12432101,11992126
6144,Mombasa,Mtwapa,Mansion,3,2,933,91551187,1.8,1987,9.94,15042902,103746333,95839817,107488961,93745606,98468573
6145,Mombasa,Bamburi,Mansion,6,3,3626,59069976,4.86,2003,28.34,15533891,52159165,73618999,74122659,59470966,50960285
6146,Machakos,Athi River,Bungalow,1,1,2791,63899890,1.72,2019,0.63,-4485720,57529941,59923965,76597609,52040759,58463094
6147,Nairobi,Karen,Mansion,2,2,3873,93913666,2.7,1998,28.26,9125739,87158309,106784210,83670360,86031288,104299698
6148,Thika,Juja,Villa,5,1,1772,48704160,3.86,1981,43.0,-5857003,56193664,51648582,42415807,44572669,60904134
6149,Kericho,Kapsoit,Mansion,4,4,3073,92928721,1.22,2018,39.04,21188933,107016447,76523030,79445848,110524280,109449588
6150,Malindi,Shela,Bungalow,2,2,2862,16941134,1.08,2018,26.15,161774,19580469,21796036,20268691,19256006,16108359
6151,Kericho,Litein,Apartment,1,1,1929,95526574,2.3,2020,28.46,18751260,94155419,114106637,104823332,105745154,111376924
6152,Nyeri,Mathari,Bungalow,5,2,3680,40311596,4.17,2007,18.03,436832,50351841,52007304,37051829,44016228,43164798
6153,Nyeri,Mathari,Apartment,4,2,4341,20358418,1.22,2005,17.38,4460544,23579883,17089362,25834024,24579792,22697357
6154,Machakos,Athi River,Apartment,6,1,3832,26171531,2.51,2009,22.48,2825875,30867335,32441482,25348271,31960917,27178125
6155,Nakuru,Lanet,Apartment,4,2,4928,77018272,3.19,2018,2.73,-3697469,88250658,71495736,95547808,64315936,77417200
6156,Mombasa,Mtwapa,Townhouse,6,2,616,55382765,1.11,1985,47.44,9225521,68033471,65856490,51847497,45865562,54270269
6157,Kisumu,Mamboleo,Townhouse,3,3,1068,25554426,2.66,1986,35.06,4407171,23916825,28172886,30896928,26280406,24988074
6158,Nakuru,Kiamunyi,Apartment,6,5,3440,84095340,2.0,2003,22.61,-13578394,89914599,92926414,71561867,70036826,67805106
6159,Kisumu,Nyalenda,Villa,1,1,2874,97459183,2.6,1980,6.95,-15755176,115632505,82002067,115260342,104106102,121329431
6160,Nakuru,Kiamunyi,Villa,5,5,3660,83212910,4.73,2018,33.81,2806438,86004574,95406418,94403399,101370199,71227502
6161,Kisumu,Nyamasaria,Apartment,4,1,4416,98892660,2.48,2006,3.49,-11916291,90027870,117109543,119864043,103680064,119140859
6162,Mombasa,Bamburi,Townhouse,2,1,4526,56039804,2.57,1996,18.7,10887107,54853080,67457463,62153370,60647644,50550045
6163,Mombasa,Likoni,Apartment,4,1,1833,83795657,3.94,2013,22.35,-2005498,86397760,92864833,93486374,71482155,79880744
6164,Kericho,Kipkelion,Bungalow,5,1,953,52103536,2.19,2004,16.8,-5199702,42082199,51835545,57409871,59937361,51482752
6165,Nairobi,Kilimani,Townhouse,5,1,1948,82090348,3.95,1982,42.8,-7031582,94034087,71485367,85336968,83972327,106139496
6166,Machakos,Matuu,Townhouse,6,5,1964,97385853,3.31,1980,32.77,-2470462,120858582,82183070,97875484,117595539,106179647
6167,Nakuru,London,Villa,3,2,2623,49352596,2.49,2014,39.95,-7785081,57183069,45642906,42566334,56743140,63060259
6168,Mombasa,Likoni,Apartment,1,1,4432,50150329,2.71,2005,1.18,11016567,51427813,54563863,49967210,46195632,49942978
6169,Nakuru,London,Townhouse,2,1,1498,29161395,3.57,2003,34.08,-4168719,24043599,26127236,25125662,32391405,24174766
6170,Nyeri,Kamakwa,Townhouse,4,2,833,92575586,4.46,1987,27.01,-1457098,76332085,77957505,108795267,99848503,75615124
6171,Nakuru,Free Area,Mansion,6,3,1078,55892029,3.98,2007,1.18,-1860455,44867665,59095679,59533044,62009807,60040662
6172,Nakuru,Naka,Mansion,1,1,3422,72640876,3.49,1987,4.19,-11426026,67449604,86614414,85023453,62771954,73709378
6173,Nyeri,Mathari,Villa,6,2,3777,81657518,4.09,1990,21.21,-14867076,86331199,102430463,82171516,75807580,85641673
6174,Thika,Kimathi,Apartment,1,1,2935,72655118,3.95,1990,29.3,3100264,62328278,64484655,62443297,78194082,70724415
6175,Kisumu,Lolwe,Townhouse,5,4,2398,86288350,2.8,1997,34.04,21860118,106873623,108023708,111632250,98946356,103208030
6176,Malindi,Mambrui,Apartment,4,1,2097,7753720,3.5,1999,49.07,743122,8028944,8535074,9700273,7825897,7379981
6177,Mombasa,Bamburi,Townhouse,1,1,2481,10936700,2.23,2008,7.35,174760,12406466,12319343,12168859,12433112,10226123
6178,Machakos,Mlolongo,Villa,2,2,2513,87278308,3.5,1995,23.22,-9985444,79042587,94430818,106325208,80449165,79677792
6179,Eldoret,Annex,Apartment,3,1,3644,29645462,3.91,2022,4.47,138827,28802759,31422459,28530293,35192284,30051099
6180,Thika,Kiganjo,Townhouse,3,3,4527,89252358,1.2,1998,2.93,26181744,73498403,108272158,112070200,86823914,115138718
6181,Thika,Ruiru,Villa,2,2,524,37288680,3.22,1996,35.26,7925851,41390222,44109172,33983782,41417021,35193745
6182,Kisumu,Mamboleo,Villa,3,2,3982,56460590,1.8,1996,34.59,3994241,61523401,67428949,49050415,55185673,45695933
6183,Thika,Kimathi,Villa,2,2,4323,81618209,4.3,2016,6.32,7793349,97730006,76102154,88802701,84368293,102933927
6184,Nakuru,Lanet,Townhouse,1,1,3376,36868771,4.37,1980,26.57,3286781,40574345,44137713,30303570,31747894,42839821
6185,Kisumu,Nyalenda,Apartment,4,2,3961,47228419,2.87,2019,9.59,3729459,55407059,54944490,50744273,59258483,41721412
6186,Nyeri,Ruring'u,Villa,6,3,3496,37022489,1.93,2015,42.72,3058625,47036787,35831065,30519889,45746642,37790908
6187,Nyeri,Ruring'u,Townhouse,2,2,4538,88994627,3.63,2006,31.48,24294766,79759733,86583668,93983712,107039733,93373534
6188,Nairobi,Lavington,Townhouse,2,2,4562,47267564,1.76,2019,36.92,9020618,53371028,61233120,56131537,54576236,40016510
6189,Malindi,Shela,Villa,3,3,2068,27222825,3.76,1981,18.63,2497052,31856564,29465059,27194210,22895371,31331238
6190,Nakuru,Kiamunyi,Apartment,2,1,2448,90792367,3.77,2004,4.04,3788307,106234223,87384448,108867706,89852573,112461322
6191,Kericho,Kapsoit,Bungalow,6,4,4603,26099858,4.41,1985,39.91,6167772,22493038,31529457,33374371,23608735,27693952
6192,Kericho,Litein,Mansion,4,4,1148,78631651,1.01,2004,46.93,6633135,63780157,101792692,87313656,75083143,95514900
6193,Nakuru,Kiamunyi,Bungalow,1,1,3507,81285189,2.04,2014,5.17,16803165,96790791,68816829,79406451,85918874,93217010
6194,Mombasa,Nyali,Townhouse,5,1,1357,20819720,4.22,1984,41.46,2554093,20511808,22433923,21424936,25599288,19682456
6195,Thika,Kiganjo,Villa,5,5,2717,73564263,2.28,2014,13.7,-154424,78004054,77135815,93190525,61578424,59276025
6196,Kisumu,Nyamasaria,Mansion,5,3,1070,19753006,2.7,2011,18.11,2349294,18177616,19800346,21732504,23737026,17162408
6197,Eldoret,Langas,Apartment,2,2,2087,66902155,2.15,2014,29.35,18865414,81457791,83817603,70567290,76449019,58957228
6198,Mombasa,Mtwapa,Villa,6,6,733,89827859,1.01,1980,22.11,-7374896,115092684,97917757,105935751,88212390,109649760
6199,Thika,Ruiru,Villa,1,1,2454,65124834,4.04,1985,47.12,-2878702,55527947,52831600,77108418,75559752,59179680
6200,Mombasa,Mtwapa,Apartment,5,4,792,92324383,2.28,1987,14.56,-7431452,88850456,108220089,94984184,89809113,113565820
6201,Kisumu,Mamboleo,Apartment,2,2,1035,80283530,1.22,2011,22.12,-10018746,97626659,65597268,71991980,88275315,74562474
6202,Eldoret,West Indies,Mansion,6,5,2414,46010328,2.41,2020,33.42,6688772,39201136,41780703,59608368,52595574,53618646
6203,Eldoret,Langas,Villa,1,1,3915,5628554,4.21,2013,15.66,-220979,6319087,6712125,4972368,5630702,5491336
6204,Kericho,Ainamoi,Bungalow,3,1,4392,4292838,1.52,1999,5.76,428243,5543683,4979037,4984646,4855126,5001985
6205,Kericho,Ainamoi,Apartment,5,2,1151,33066424,1.47,2019,17.3,9440401,32196178,37499867,31936329,36317887,28345683
6206,Kericho,Litein,Villa,5,1,3873,58231811,2.97,1999,47.65,16454649,70962134,51210104,65281198,61947274,53993373
6207,Thika,Kimathi,Apartment,3,3,4441,15143120,1.39,1991,45.33,2017394,12984611,14306436,12716365,16666698,19193393
6208,Nakuru,Naka,Apartment,2,1,4491,91718905,2.67,1981,8.74,-3533709,103821108,94315603,91458245,87913899,79448596
6209,Kericho,Motobo,Mansion,5,2,2591,17810037,4.17,2019,39.39,4223707,16283424,18289853,20913936,20175796,16101921
6210,Thika,Juja,Mansion,1,1,3878,9983735,3.67,2017,32.88,-8476,8104216,10679434,10989959,10191960,12614272
6211,Thika,Kiganjo,Villa,1,1,755,7577357,4.65,2014,8.41,-102636,9170722,9069131,6285290,7865952,8588090
6212,Malindi,Shela,Townhouse,1,1,3357,13347139,3.2,2008,19.84,1523259,13986561,16261517,14131165,14537642,12984744
6213,Kisumu,Mamboleo,Mansion,1,1,3466,91505722,4.6,2005,5.77,15510061,108609436,95521522,114677266,78911703,83688084
6214,Nyeri,Ruring'u,Mansion,1,1,3257,19300370,3.95,1982,19.02,-3794539,19645123,21826090,17595967,24780393,17597150
6215,Eldoret,Langas,Bungalow,1,1,2087,72855718,3.42,2015,11.65,-50485,81037002,93675728,66649447,58415378,81625880
6216,Kericho,Ainamoi,Townhouse,6,2,732,75168387,3.76,2005,42.35,22143265,91928434,85193392,77608331,66527871,62823220
6217,Thika,Ruiru,Mansion,2,1,651,31720112,1.05,1987,15.69,9297425,26320477,29497635,27250932,38226877,28820249
6218,Kericho,Motobo,Apartment,4,3,4129,66164538,2.7,2021,34.2,-12476788,79286345,81953864,74719808,64309441,84054703
6219,Kisumu,Milimani,Mansion,2,2,2124,29152330,3.15,1999,8.8,-2774827,27682885,33776720,30311289,31835097,30132882
6220,Malindi,Sabaki,Mansion,1,1,2956,53144063,3.22,2007,43.16,15082302,60067877,54702648,58617946,46002713,46486843
6221,Machakos,Matuu,Townhouse,2,1,3257,89090767,2.43,2002,27.51,-970539,82129563,111933699,81627039,80779888,82134634
6222,Nakuru,Free Area,Townhouse,1,1,1528,80654655,1.14,2014,6.5,10393632,90426548,99316515,65155271,77210361,77992169
6223,Kericho,Litein,Apartment,1,1,2102,64699752,3.95,2015,7.78,561249,58656929,75695804,72438985,64131608,80253603
6224,Kericho,Litein,Apartment,2,2,1985,12436545,1.48,1998,9.01,-605226,13388629,15114021,10023503,11535720,15023553
6225,Malindi,Ganda,Mansion,6,5,4312,48365602,4.34,2013,34.96,5264886,49507477,39236846,52388690,60296559,39642337
6226,Mombasa,Changamwe,Bungalow,5,3,1844,9242540,1.41,1998,17.79,-1634918,11857260,8178633,11654143,7630192,8030239
6227,Nakuru,Free Area,Bungalow,4,1,3696,89842594,2.29,2014,35.68,21345633,88036386,78645650,104090571,80409127,85006796
6228,Machakos,Kangundo,Apartment,6,4,2596,61071747,2.4,2003,23.05,11733564,64385640,70050968,58477614,56022268,69029101
6229,Machakos,Mlolongo,Apartment,4,2,2700,89437174,3.32,2012,45.01,8450023,100786671,91214101,102219651,78381007,77577024
6230,Eldoret,West Indies,Apartment,4,4,1604,37682837,4.21,2022,10.94,7608853,41810244,40507281,47518475,37312652,34949993
6231,Mombasa,Bamburi,Townhouse,1,1,4804,87030169,4.1,1988,46.83,-3163964,79493328,86441289,91834117,95335113,82254783
6232,Nairobi,Westlands,Apartment,4,4,2289,89916534,2.54,2022,40.6,2683295,115328021,106615131,91868117,81318453,75268218
6233,Eldoret,Pioneer,Mansion,4,4,1650,46262066,1.72,1997,24.6,-4550291,58704668,56584991,41054076,59227887,44057544
6234,Mombasa,Changamwe,Mansion,3,1,3250,50879474,2.4,1988,30.9,8430111,61820538,59214751,49107052,59558812,63837959
6235,Nyeri,Ruring'u,Apartment,1,1,1551,96935865,3.44,2013,11.24,-520037,104897621,92748880,82122514,91125889,101037093
6236,Kisumu,Mamboleo,Mansion,6,6,4817,55131058,3.62,1981,34.44,4851582,54211504,45942858,50177525,65214428,64506917
6237,Eldoret,West Indies,Mansion,1,1,1427,44007244,1.56,2022,6.7,5696218,38702272,50247514,45004754,45700387,51810596
6238,Nakuru,Lanet,Townhouse,5,4,3262,33558929,4.89,2007,17.77,-1717532,42731780,28065153,30426750,39589085,38446242
6239,Malindi,Watamu,Bungalow,4,2,4369,25004819,1.06,2003,44.53,2460328,25825058,25208833,27075045,29216740,20402504
6240,Mombasa,Nyali,Apartment,1,1,3240,38762721,2.86,1992,29.8,6538840,36615328,46958902,32684947,35779055,44020514
6241,Malindi,Watamu,Villa,4,4,2170,19335991,4.01,2003,10.21,2955091,17403765,24060770,16728830,18636009,19595337
6242,Kericho,Litein,Villa,3,3,4629,29156258,2.96,2015,8.0,-5096093,33794370,26054647,30209259,36847354,35626334
6243,Nairobi,Runda,Townhouse,4,4,2886,31840638,2.52,2010,4.02,5555507,27484295,26679125,38520287,29250084,31598400
6244,Nairobi,Runda,Bungalow,5,5,2157,84412470,4.59,1994,35.68,-8097811,84125876,75533697,88580073,107839047,91830703
6245,Machakos,Matuu,Townhouse,3,2,4322,32477820,4.24,2009,25.06,-177428,30888441,30663073,28602170,26398325,27458236
6246,Nakuru,Free Area,Villa,1,1,1440,26244491,3.06,1998,10.74,-2310830,27080234,22885379,28616824,23647093,28513208
6247,Machakos,Mlolongo,Mansion,6,3,3323,62492211,3.93,1990,35.95,-7161213,69712906,79364463,54442946,71682412,59075771
6248,Eldoret,Langas,Townhouse,6,1,1100,40235125,1.34,1993,13.28,9350326,40536397,42930044,39680421,46241897,34642681
6249,Mombasa,Nyali,Mansion,5,4,4620,65405833,2.45,2001,44.11,-4558711,63567745,56627205,61043159,74168240,63222789
6250,Kisumu,Lolwe,Bungalow,1,1,2971,87603505,3.69,1982,5.48,-4613995,106949569,79761264,74163218,93999590,111302569
6251,Eldoret,Pioneer,Apartment,1,1,3609,1422764,2.14,2008,39.64,249567,1255013,1730056,1271222,1812450,1675925
6252,Mombasa,Likoni,Townhouse,3,3,2807,73558077,3.28,2001,33.31,-829837,89369468,76615830,93547836,70324999,72806687
6253,Nakuru,Naka,Mansion,2,2,3972,66627070,3.42,1985,2.53,-352777,81015534,72084906,79829066,53656090,55105182
6254,Machakos,Athi River,Villa,1,1,4104,75611370,3.46,1986,29.58,-32214,69353364,82293760,69647039,63112328,69909761
6255,Eldoret,Annex,Villa,4,3,4304,83830404,4.01,2014,49.73,20403600,97878905,88712007,91925221,78314533,101677257
6256,Kericho,Kipkelion,Villa,3,1,4371,47051942,1.22,1995,30.13,5014182,58080225,44460041,50820174,47085628,52476573
6257,Nakuru,London,Villa,3,2,786,44813541,2.67,2000,40.38,1257610,47387252,49426216,43052988,44316581,52481933
6258,Nyeri,Mathari,Villa,2,2,3173,88220947,4.29,1996,35.91,6873554,99359946,94876127,96039977,78516290,96456588
6259,Nakuru,Naka,Villa,4,3,4969,74444707,4.43,2010,42.56,-251988,73008381,61221163,67778734,80706222,68574986
6260,Machakos,Matuu,Villa,4,2,1921,36470834,3.91,1998,46.41,-2295428,42885904,39248435,30389085,34248797,44188491
6261,Nakuru,Kiamunyi,Bungalow,4,3,4950,54783686,3.7,2011,39.04,-896434,62712011,67265095,47489395,57210769,69445757
6262,Nairobi,Kilimani,Mansion,2,1,1843,39249309,1.21,1998,49.6,10520375,33688389,33639557,31655593,49075088,32185869
6263,Kericho,Motobo,Townhouse,3,3,1122,39439948,2.87,2004,3.95,407379,38503552,46401444,35093325,49806832,33184639
6264,Nairobi,Karen,Townhouse,2,1,2651,37545307,2.02,2000,40.38,-396041,36448318,36573476,43097884,33497856,47463659
6265,Nakuru,Kiamunyi,Apartment,4,3,1888,10180187,1.78,1984,20.69,2803899,8662132,8348684,9046371,11222281,10552496
6266,Eldoret,West Indies,Bungalow,4,3,763,10324198,4.28,2016,9.02,-1326042,10668936,11561350,8451104,13039155,8832254
6267,Nairobi,Kilimani,Bungalow,6,6,4641,32746660,1.04,2014,22.09,-2163857,40799047,30205473,31240454,38011548,39922693
6268,Mombasa,Changamwe,Townhouse,1,1,4188,37520359,1.36,2023,19.98,-2655680,34888881,30297457,36088347,36707226,42381867
6269,Eldoret,Langas,Villa,6,1,3024,28172332,3.93,1994,17.49,7767323,25590529,29102682,25778981,28368526,24074133
6270,Machakos,Matuu,Mansion,3,3,1153,82604250,4.22,2005,4.36,15451255,102701066,69097137,84700981,77237846,106039929
6271,Thika,Ruiru,Villa,5,3,3141,61349008,1.94,2022,17.43,-4888327,57538354,79675518,60720117,54732059,70245475
6272,Kisumu,Mamboleo,Villa,6,2,4906,90733396,3.17,1997,13.45,1112544,107447112,94064259,94386017,93307432,96981665
6273,Nyeri,Kamakwa,Bungalow,5,2,3273,48925625,1.83,2013,14.41,5617263,61458279,47602216,40879813,58730706,63277175
6274,Thika,Juja,Mansion,1,1,3900,85592330,2.21,2011,5.54,17037723,107528347,70432865,109810839,105262709,110772343
6275,Eldoret,Langas,Villa,2,2,1642,1844240,1.33,1995,21.94,-354235,1862530,2339622,1713913,1627759,1859494
6276,Mombasa,Bamburi,Townhouse,6,6,1657,57327555,4.4,2010,15.88,15102500,60172820,50140762,57809162,70092865,48942252
6277,Nyeri,Mathari,Villa,3,1,2123,82740612,2.69,2014,11.83,-2285394,106655099,97008717,74087408,101347577,81005430
6278,Malindi,Watamu,Mansion,5,5,2975,57065284,4.96,2018,8.81,17028905,66379806,64678471,71611960,48811896,55847760
6279,Thika,Ruiru,Mansion,3,2,1873,73604052,2.98,1989,38.58,10195290,73959991,89008779,87953787,58979875,85337854
6280,Nyeri,Kamakwa,Mansion,6,5,2743,77668592,4.81,1999,33.87,6165678,95457966,72089333,80610730,100122068,83658423
6281,Kericho,Litein,Townhouse,3,3,2519,29869974,4.65,1986,49.39,7647329,36899561,28879721,36818446,26820622,34948382
6282,Nyeri,Kamakwa,Bungalow,5,4,3907,6520571,3.72,2023,28.51,-1212187,6652455,5333585,6416226,5528268,6232599
6283,Eldoret,Annex,Apartment,3,1,2893,88168990,3.79,1981,39.55,23451978,102097384,80325925,110097194,90243915,87318497
6284,Eldoret,West Indies,Townhouse,2,2,1583,99865056,2.33,2014,33.73,16832128,87418420,120929699,81906407,88501777,84022488
6285,Mombasa,Likoni,Bungalow,6,4,2469,61503728,1.02,1983,44.35,-8265944,51089996,59255943,69468885,55311025,79064032
6286,Mombasa,Likoni,Mansion,3,1,1606,42139601,2.52,1992,12.38,-8318708,49920382,50699538,41019636,50564660,49499336
6287,Thika,Ruiru,Bungalow,1,1,590,4467741,4.47,2018,37.0,13889,5413623,5407211,4825964,3664300,5425772
6288,Thika,Kiganjo,Bungalow,2,2,2835,71153876,2.21,1991,19.67,20942876,62384137,79789582,74511169,81556577,87873936
6289,Eldoret,Langas,Townhouse,5,3,1820,64026145,2.59,2010,48.19,5699192,62227417,68885769,81209549,78772622,74459877
6290,Nyeri,Skuta,Apartment,5,2,1190,2242482,4.87,1989,9.62,-111769,2085221,2779731,1796204,1862873,2524153
6291,Malindi,Watamu,Townhouse,5,5,4564,98118239,2.21,2005,4.44,-17513836,90677192,83125199,88560257,96351089,79989730
6292,Kisumu,Mamboleo,Villa,2,1,1349,99446268,4.85,2009,14.1,-3711491,81771417,93270521,94796508,126636080,93686733
6293,Kericho,Litein,Apartment,4,4,1833,58025210,4.88,2001,17.53,-6594999,54261991,55918937,60159613,59911837,55288035
6294,Nyeri,Ruring'u,Apartment,1,1,536,25112213,4.96,2004,6.8,6651992,20944457,29491966,22964028,28847501,30361130
6295,Mombasa,Mtwapa,Villa,3,1,1850,60407873,1.61,1988,26.74,4075231,70756268,52376803,57006606,74720735,67397177
6296,Eldoret,Langas,Mansion,4,2,3793,99031287,1.98,2002,10.26,-14705875,101812001,94909832,126607012,114246090,92042499
6297,Nakuru,Kiamunyi,Apartment,2,1,4194,76981624,4.13,2023,8.58,918561,61595173,68758447,77277939,72906427,81663487
6298,Thika,Kimathi,Bungalow,1,1,4371,41802904,2.91,1984,14.53,-5144953,38810352,51989474,49498462,34261196,39997353
6299,Malindi,Sabaki,Mansion,6,1,1383,20133361,4.79,2003,9.26,-948670,22620396,24611832,20330443,20089632,17993295
6300,Thika,Kiganjo,Mansion,2,1,3980,90874561,3.28,1994,39.34,24643206,76262814,116790271,104512957,84470226,105981049
6301,Malindi,Watamu,Apartment,4,1,4531,38715248,4.29,1991,18.84,-1091093,38575183,41795623,41146832,36652890,31356947
6302,Malindi,Sabaki,Mansion,6,6,506,28723152,3.85,1981,47.51,-25555,31917332,37161148,34019287,36935408,23640632
6303,Eldoret,West Indies,Apartment,2,1,548,61772704,4.54,1987,37.28,-7859711,51203492,65918537,54927799,54157092,64430515
6304,Nairobi,Karen,Villa,1,1,3362,88325753,1.75,2020,48.36,23127023,72479912,100729592,75079153,99889171,83065648
6305,Thika,Makongeni,Bungalow,1,1,4659,83776663,3.28,1998,6.05,2065587,79534539,81339374,102606381,107167332,100804500
6306,Mombasa,Nyali,Townhouse,5,5,4609,26840635,2.32,2003,33.26,2109321,26741813,21567272,28953060,28607191,32294029
6307,Nyeri,Skuta,Mansion,3,1,1646,77190756,3.24,2004,27.38,-4186447,75006008,72889439,92720605,86799874,65793277
6308,Thika,Kiganjo,Townhouse,1,1,1256,47920958,4.36,2000,26.05,-5694343,59182592,57921375,56288712,40914185,57771679
6309,Machakos,Mlolongo,Townhouse,6,6,1264,59262225,1.51,2001,15.26,12613772,76562286,73718199,64000138,65326600,60047352
6310,Nyeri,Ruring'u,Mansion,5,5,1053,26682868,2.5,2003,41.94,7964236,24672212,22616968,30472544,24327446,26973793
6311,Nairobi,Westlands,Villa,4,4,4307,74016421,2.54,2018,25.26,7058360,92017477,85671442,60700358,84438166,63894373
6312,Nairobi,Karen,Mansion,1,1,3854,14307124,2.61,1980,15.61,-669073,16933485,18240115,16271478,12015252,14104886
6313,Mombasa,Mtwapa,Villa,2,2,735,81343621,2.17,2008,6.43,-1397677,99757006,70544477,99040647,98518436,91108066
6314,Machakos,Matuu,Townhouse,3,2,3139,71171685,1.78,1990,0.56,16498721,88536796,62701058,83937325,75262293,82539647
6315,Nairobi,Westlands,Mansion,5,5,4021,43054989,4.2,2000,2.13,1569984,37608383,37178178,38074646,55218531,41367285
6316,Thika,Ruiru,Townhouse,4,4,2518,49239037,2.93,2014,31.21,-4436830,41024665,44816253,43441209,62786844,57651812
6317,Malindi,Ganda,Apartment,2,2,3841,12004349,4.13,2008,8.48,363537,10256584,10487000,11566951,10716299,14582748
6318,Kisumu,Milimani,Bungalow,2,2,2685,9942158,4.32,1984,42.78,-79546,10564921,10586989,10568841,11536624,9941422
6319,Machakos,Athi River,Bungalow,2,2,995,22625636,3.95,1998,48.14,3825164,26228963,28394632,28192782,26818881,29348439
6320,Eldoret,West Indies,Apartment,6,3,4425,70828715,1.72,1993,1.39,20002971,82876598,62048926,85633271,80736558,72167676
6321,Kisumu,Mamboleo,Villa,4,2,1434,46034838,2.04,2016,2.93,-1821274,56796803,57048284,43553044,49552600,55365510
6322,Eldoret,Annex,Villa,1,1,4334,26368886,4.39,2010,20.64,-2819298,33165233,25472264,29983981,29798045,28670215
6323,Kisumu,Lolwe,Apartment,6,2,1165,98640303,1.09,2022,30.49,9223239,81548982,90241608,126087994,82788847,94871918
6324,Thika,Juja,Apartment,4,4,616,25560375,4.15,2017,26.87,-3952375,27744378,24292666,26246303,23887236,30750995
6325,Kisumu,Milimani,Bungalow,3,1,4932,79632029,3.09,1996,46.92,23736022,85542822,86239972,79353574,67490036,73035352
6326,Nairobi,Kilimani,Mansion,6,3,4821,16111102,2.82,2006,1.85,-2919124,18281405,20497114,17338302,16018606,15957482
6327,Kisumu,Nyamasaria,Villa,1,1,1691,44757872,4.77,2013,19.1,10195778,49817586,52839290,44829645,49070395,51931095
6328,Mombasa,Bamburi,Bungalow,5,3,3634,92935911,1.03,2000,20.06,-1250962,117102215,86250046,83339251,101764485,81581713
6329,Nairobi,Kilimani,Villa,2,2,4485,25392338,1.95,2002,7.62,-3982603,20952379,21500322,30057015,26789162,32794521
6330,Kericho,Litein,Apartment,5,2,4706,39665300,3.89,1982,22.33,8160584,48711496,44966966,46723549,42669614,34241481
6331,Thika,Ruiru,Townhouse,2,2,3834,74454012,3.41,1990,14.62,21756322,65813775,84354227,69113907,63116033,83180138
6332,Nyeri,Mathari,Townhouse,6,2,2339,83015499,1.57,2002,17.92,13307706,106404121,68955184,77124236,73688182,73816508
6333,Nairobi,Westlands,Bungalow,5,1,1062,42679837,2.9,2019,46.59,4044829,47075392,48733421,50168497,51982776,40678343
6334,Mombasa,Nyali,Villa,6,6,1678,96106418,3.68,2006,38.01,-10347731,77310756,87760979,122325945,120811860,102066272
6335,Thika,Makongeni,Townhouse,6,4,3817,58035385,2.71,2023,16.17,-9545246,56572259,69294650,68864829,67758966,47264986
6336,Eldoret,West Indies,Villa,6,4,4091,3883902,1.48,1993,44.55,-265892,4610354,4418566,3614721,4971134,4615617
6337,Kericho,Motobo,Bungalow,1,1,1918,97625916,4.72,1981,17.71,-14656249,119531778,124082596,111604568,115745899,111977162
